Time	Platform
3.3000000000000114	"GCP
N1
16"
3.8500000000000085	"GCP
N1
16"
3.666666666666657	"GCP
N1
16"
4.566666666666663	"GCP
N1
16"
4.133333333333326	"GCP
N1
16"
3.316666666666663	"GCP
N1
16"
2.8833333333333258	"GCP
N1
16"
3.75	"GCP
N1
16"
3.933333333333337	"GCP
N1
16"
3.9833333333333343	"GCP
N1
16"
3.2333333333333343	"GCP
N1
16"
3.7166666666666828	"GCP
N1
16"
3.7166666666666686	"GCP
N1
16"
3.183333333333337	"GCP
N1
16"
3.700000000000003	"GCP
N1
16"
4.11666666666666	"GCP
N1
16"
3.5	"GCP
N1
16"
3.683333333333323	"GCP
N1
16"
3.316666666666663	"GCP
N1
16"
3.6500000000000057	"GCP
N1
16"
4.216666666666669	"GCP
N1
32"
3.549999999999997	"GCP
N1
32"
3.7833333333333314	"GCP
N1
32"
4.133333333333333	"GCP
N1
32"
3.5833333333333357	"GCP
N1
32"
3.766666666666673	"GCP
N1
32"
2.93333333333333	"GCP
N1
32"
3.700000000000003	"GCP
N1
32"
3.200000000000003	"GCP
N1
32"
3.5833333333333357	"GCP
N1
32"
3.1999999999999957	"GCP
N1
32"
4.216666666666669	"GCP
N1
32"
3.8666666666666742	"GCP
N1
32"
3.7333333333333343	"GCP
N1
32"
3.6666666666666643	"GCP
N1
32"
3.8333333333333357	"GCP
N1
32"
4.383333333333326	"GCP
N1
32"
4.233333333333334	"GCP
N1
32"
4.083333333333329	"GCP
N1
32"
3.7833333333333314	"GCP
N1
32"
3.2833333333333314	"GCP
N1
64"
4.25	"GCP
N1
64"
3.9666666666666686	"GCP
N1
64"
3.8000000000000043	"GCP
N1
64"
3.9666666666666686	"GCP
N1
64"
3.88333333333334	"GCP
N1
64"
4.049999999999997	"GCP
N1
64"
4.066666666666663	"GCP
N1
64"
4.149999999999999	"GCP
N1
64"
3.7833333333333314	"GCP
N1
64"
4.583333333333336	"GCP
N1
64"
4.216666666666669	"GCP
N1
64"
3.799999999999997	"GCP
N1
64"
3.900000000000002	"GCP
N1
64"
4.18333333333333	"GCP
N1
64"
4.283333333333331	"GCP
N1
64"
3.4666666666666686	"GCP
N1
64"
4.449999999999996	"GCP
N1
64"
3.6499999999999986	"GCP
N1
64"
4.116666666666667	"GCP
N1
64"
3.8500000000000085	"GCP
N2
16"
3.75	"GCP
N2
16"
3.3499999999999943	"GCP
N2
16"
3.7333333333333343	"GCP
N2
16"
3.75	"GCP
N2
16"
3.7833333333333314	"GCP
N2
16"
3.933333333333337	"GCP
N2
16"
3.816666666666663	"GCP
N2
16"
3.7833333333333314	"GCP
N2
16"
3.6999999999999886	"GCP
N2
16"
3.9166666666666714	"GCP
N2
16"
3.75	"GCP
N2
16"
3.75	"GCP
N2
16"
3.7333333333333343	"GCP
N2
16"
3.7666666666666657	"GCP
N2
16"
3.7333333333333343	"GCP
N2
16"
3.7333333333333343	"GCP
N2
16"
3.86666666666666	"GCP
N2
16"
3.5166666666666657	"GCP
N2
16"
3.8000000000000114	"GCP
N2
16"
3.616666666666667	"GCP
N2
32"
3.6166666666666742	"GCP
N2
32"
3.566666666666663	"GCP
N2
32"
2.7666666666666657	"GCP
N2
32"
3.63333333333334	"GCP
N2
32"
2.7833333333333314	"GCP
N2
32"
3.133333333333333	"GCP
N2
32"
3.56666666666667	"GCP
N2
32"
3.5	"GCP
N2
32"
3.0833333333333357	"GCP
N2
32"
3.75	"GCP
N2
32"
3.8999999999999986	"GCP
N2
32"
3.7833333333333314	"GCP
N2
32"
3.5833333333333357	"GCP
N2
32"
2.7833333333333314	"GCP
N2
32"
3.566666666666663	"GCP
N2
32"
3.68333333333333	"GCP
N2
32"
3.5833333333333357	"GCP
N2
32"
3.700000000000003	"GCP
N2
32"
3.6000000000000014	"GCP
N2
32"
3.4166666666666714	"GCP
N2
64"
3.416666666666668	"GCP
N2
64"
3.616666666666667	"GCP
N2
64"
3.666666666666668	"GCP
N2
64"
3.6666666666666643	"GCP
N2
64"
3.650000000000002	"GCP
N2
64"
3.4166666666666643	"GCP
N2
64"
3.383333333333333	"GCP
N2
64"
3.4333333333333336	"GCP
N2
64"
3.716666666666665	"GCP
N2
64"
3.2166666666666615	"GCP
N2
64"
3.633333333333333	"GCP
N2
64"
3.616666666666667	"GCP
N2
64"
3.650000000000002	"GCP
N2
64"
3.63333333333334	"GCP
N2
64"
3.450000000000003	"GCP
N2
64"
3.5666666666666664	"GCP
N2
64"
3.5166666666666693	"GCP
N2
64"
3.5166666666666693	"GCP
N2
64"
3.5333333333333314	"GCP
N2
64"
