Time	Platform
1.061333333333323	"AWS
M5D
16"
1.042033333333336	"AWS
M5D
16"
1.0666333333333	"AWS
M5D
16"
1.0854500000000087	"AWS
M5D
16"
1.07916666666668	"AWS
M5D
16"
1.014516666666708	"AWS
M5D
16"
1.019849999999991	"AWS
M5D
16"
1.3290666666666624	"AWS
M5D
16"
1.037600000000026	"AWS
M5D
16"
1.0288500000000056	"AWS
M5D
16"
1.0655999999999892	"AWS
M5D
16"
1.2546166666666352	"AWS
M5D
16"
1.0468166666666718	"AWS
M5D
16"
1.0117166666666435	"AWS
M5D
16"
1.0438999999999794	"AWS
M5D
16"
1.3238000000000056	"AWS
M5D
16"
1.2628499999999576	"AWS
M5D
16"
1.02976666666666	"AWS
M5D
16"
1.0976833333333218	"AWS
M5D
16"
1.0378666666666732	"AWS
M5D
16"
1.0237166666666724	"AWS
M5D
32"
1.0990166666666568	"AWS
M5D
32"
1.0387833333333276	"AWS
M5D
32"
1.0011666666666628	"AWS
M5D
32"
0.9921499999999952	"AWS
M5D
32"
1.017649999999989	"AWS
M5D
32"
1.0006999999999948	"AWS
M5D
32"
0.9947166666666689	"AWS
M5D
32"
0.9994833333333446	"AWS
M5D
32"
1.0259666666666618	"AWS
M5D
32"
1.0004500000000007	"AWS
M5D
32"
1.0108999999999924	"AWS
M5D
32"
1.038250000000005	"AWS
M5D
32"
1.2819833333333293	"AWS
M5D
32"
1.361149999999995	"AWS
M5D
32"
1.0396166666666673	"AWS
M5D
32"
1.016300000000001	"AWS
M5D
32"
1.1185666666666663	"AWS
M5D
32"
1.0659833333333069	"AWS
M5D
32"
1.0482000000000085	"AWS
M5D
32"
1.3371333333333268	"AWS
M5D
64"
1.1828499999999948	"AWS
M5D
64"
1.1778500000000065	"AWS
M5D
64"
1.2010999999999967	"AWS
M5D
64"
1.192383333333332	"AWS
M5D
64"
1.193800000000003	"AWS
M5D
64"
1.2115666666666556	"AWS
M5D
64"
1.20418333333334	"AWS
M5D
64"
1.1618166666666738	"AWS
M5D
64"
1.230166666666669	"AWS
M5D
64"
1.2163499999999914	"AWS
M5D
64"
1.2106166666666738	"AWS
M5D
64"
1.015266666666669	"AWS
M5D
64"
1.3158500000000046	"AWS
M5D
64"
1.1933833333333297	"AWS
M5D
64"
1.3062333333333385	"AWS
M5D
64"
1.3226333333333358	"AWS
M5D
64"
1.4891000000000005	"AWS
M5D
64"
1.248433333333331	"AWS
M5D
64"
1.286200000000008	"AWS
M5D
64"
1.2060333333333233	"AWS
M5DN
16"
1.1999500000000012	"AWS
M5DN
16"
1.025350000000003	"AWS
M5DN
16"
1.0442999999999927	"AWS
M5DN
16"
1.0693500000000142	"AWS
M5DN
16"
1.0762833333333504	"AWS
M5DN
16"
1.0811333333333266	"AWS
M5DN
16"
1.0177333333333394	"AWS
M5DN
16"
1.0018833333333248	"AWS
M5DN
16"
1.0054666666666492	"AWS
M5DN
16"
1.018966666666671	"AWS
M5DN
16"
1.022483333333298	"AWS
M5DN
16"
1.118566666666652	"AWS
M5DN
16"
1.1501000000000374	"AWS
M5DN
16"
1.2820833333333326	"AWS
M5DN
16"
1.0919166666666626	"AWS
M5DN
16"
1.033583333333354	"AWS
M5DN
16"
1.1101666666666858	"AWS
M5DN
16"
1.0780833333333248	"AWS
M5DN
16"
1.4547500000000184	"AWS
M5DN
16"
1.0132833333333195	"AWS
M5DN
32"
1.1656499999999994	"AWS
M5DN
32"
1.0151499999999913	"AWS
M5DN
32"
1.005033333333337	"AWS
M5DN
32"
1.0034833333333495	"AWS
M5DN
32"
1.0069500000000033	"AWS
M5DN
32"
1.0366166666666743	"AWS
M5DN
32"
0.9987666666666684	"AWS
M5DN
32"
0.9914333333333332	"AWS
M5DN
32"
1.0415333333333479	"AWS
M5DN
32"
1.1081833333333293	"AWS
M5DN
32"
1.015349999999998	"AWS
M5DN
32"
1.2848000000000042	"AWS
M5DN
32"
1.005350000000007	"AWS
M5DN
32"
1.3679500000000075	"AWS
M5DN
32"
1.0636499999999955	"AWS
M5DN
32"
1.3559833333333273	"AWS
M5DN
32"
1.0951166666666694	"AWS
M5DN
32"
1.0940666666666772	"AWS
M5DN
32"
1.0002000000000066	"AWS
M5DN
32"
1.5746333333333382	"AWS
M5DN
64"
1.2171499999999895	"AWS
M5DN
64"
1.1943666666666601	"AWS
M5DN
64"
1.2092833333333317	"AWS
M5DN
64"
1.2171833333333382	"AWS
M5DN
64"
1.1826666666666696	"AWS
M5DN
64"
1.212849999999996	"AWS
M5DN
64"
1.1893666666666647	"AWS
M5DN
64"
1.4209999999999994	"AWS
M5DN
64"
1.2471500000000049	"AWS
M5DN
64"
1.4431500000000028	"AWS
M5DN
64"
1.193800000000003	"AWS
M5DN
64"
1.199616666666671	"AWS
M5DN
64"
1.196950000000001	"AWS
M5DN
64"
1.1736166666666676	"AWS
M5DN
64"
1.227966666666667	"AWS
M5DN
64"
1.1995166666666677	"AWS
M5DN
64"
1.2349333333333377	"AWS
M5DN
64"
1.2468833333333365	"AWS
M5DN
64"
1.358166666666662	"AWS
M5DN
64"
