Time	Query
24.1432	2000
24.189	2000
23.636233333333333	2000
24.4843	2000
25.505183333333335	2000
25.078433333333333	2000
25.11625	2000
24.31	2000
24.952666666666666	2000
24.966916666666666	2000
24.7459	2000
23.942666666666668	2000
23.892866666666666	2000
24.211983333333333	2000
25.046616666666665	2000
24.979216666666666	2000
24.103233333333332	2000
24.925	2000
25.607266666666668	2000
26.854483333333334	2000
25.17268333333333	2000
23.64025	2000
25.9634	2000
24.759333333333334	2000
25.247133333333334	2000
23.346616666666666	2000
25.4927	2000
25.99415	2000
25.2597	2000
25.004783333333332	2000
26.81075	2000
25.92031666666667	2000
24.691816666666668	2000
24.806416666666667	2000
24.6606	2000
24.728316666666668	2000
25.09798333333333	2000
24.46845	2000
23.976066666666668	2000
25.075016666666667	2000
24.779233333333334	2000
26.766083333333334	2000
25.4793	2000
24.734583333333333	2000
24.598233333333333	2000
23.792233333333332	2000
24.031633333333332	2000
24.69173333333333	2000
24.674616666666665	2000
24.051816666666667	2000
24.620383333333333	2000
25.1807	2000
25.39575	2000
25.701066666666666	2000
25.099833333333333	2000
24.914983333333332	2000
24.334116666666667	2000
25.43785	2000
23.73805	2000
25.24266666666667	2000
58.9123	6000
59.43986666666667	6000
61.40668333333333	6000
59.285466666666665	6000
63.19286666666667	6000
60.144816666666664	6000
60.88645	6000
59.54176666666667	6000
63.487116666666665	6000
60.86268333333334	6000
62.33076666666667	6000
63.385133333333336	6000
62.22083333333333	6000
57.02511666666667	6000
59.513466666666666	6000
61.0213	6000
60.117583333333336	6000
58.765566666666665	6000
60.95493333333334	6000
63.1455	6000
97.94828333333334	10000
95.675	10000
94.89018333333334	10000
99.35115	10000
95.99556666666666	10000
97.93023333333333	10000
93.95073333333333	10000
94.29586666666667	10000
94.7892	10000
98.05278333333334	10000
97.6602	10000
97.81813333333334	10000
