Time	Platform
12.630416666666667	"AWS
M5D
16"
12.62755	"AWS
M5D
16"
13.3756	"AWS
M5D
16"
15.325933333333333	"AWS
M5D
16"
12.630783333333333	"AWS
M5D
16"
14.44125	"AWS
M5D
16"
12.657666666666668	"AWS
M5D
16"
12.689166666666667	"AWS
M5D
16"
12.67955	"AWS
M5D
16"
12.664983333333334	"AWS
M5D
16"
12.62115	"AWS
M5D
16"
12.627083333333333	"AWS
M5D
16"
12.629583333333333	"AWS
M5D
16"
12.6864	"AWS
M5D
16"
12.622166666666667	"AWS
M5D
16"
12.644833333333333	"AWS
M5D
16"
12.627	"AWS
M5D
16"
12.627016666666666	"AWS
M5D
16"
12.629266666666666	"AWS
M5D
16"
12.6277	"AWS
M5D
16"
6.30125	"AWS
M5D
32"
6.3051	"AWS
M5D
32"
6.323466666666667	"AWS
M5D
32"
6.324333333333334	"AWS
M5D
32"
6.300883333333333	"AWS
M5D
32"
6.30345	"AWS
M5D
32"
6.307783333333333	"AWS
M5D
32"
6.3019	"AWS
M5D
32"
6.3017	"AWS
M5D
32"
6.305583333333334	"AWS
M5D
32"
6.30645	"AWS
M5D
32"
7.7347166666666665	"AWS
M5D
32"
6.316666666666666	"AWS
M5D
32"
6.350866666666667	"AWS
M5D
32"
6.3257666666666665	"AWS
M5D
32"
6.332066666666667	"AWS
M5D
32"
6.3222	"AWS
M5D
32"
6.30615	"AWS
M5D
32"
6.3380833333333335	"AWS
M5D
32"
6.308466666666667	"AWS
M5D
32"
6.4661	"AWS
M5D
64"
6.479133333333333	"AWS
M5D
64"
5.957616666666667	"AWS
M5D
64"
6.4605	"AWS
M5D
64"
6.48265	"AWS
M5D
64"
6.468866666666667	"AWS
M5D
64"
6.457716666666666	"AWS
M5D
64"
6.4736666666666665	"AWS
M5D
64"
6.480483333333333	"AWS
M5D
64"
6.479433333333334	"AWS
M5D
64"
6.4816	"AWS
M5D
64"
6.4809	"AWS
M5D
64"
6.469616666666667	"AWS
M5D
64"
6.4680333333333335	"AWS
M5D
64"
6.4779333333333335	"AWS
M5D
64"
6.476616666666667	"AWS
M5D
64"
6.01275	"AWS
M5D
64"
6.020266666666667	"AWS
M5D
64"
6.478916666666667	"AWS
M5D
64"
6.45845	"AWS
M5D
64"
12.6624	"AWS
M5DN
16"
12.906366666666667	"AWS
M5DN
16"
12.89965	"AWS
M5DN
16"
12.9001	"AWS
M5DN
16"
12.907416666666666	"AWS
M5DN
16"
12.658316666666666	"AWS
M5DN
16"
12.906616666666666	"AWS
M5DN
16"
12.660266666666667	"AWS
M5DN
16"
12.978966666666667	"AWS
M5DN
16"
12.912	"AWS
M5DN
16"
12.897716666666666	"AWS
M5DN
16"
12.6613	"AWS
M5DN
16"
12.905433333333333	"AWS
M5DN
16"
12.663716666666666	"AWS
M5DN
16"
12.695366666666667	"AWS
M5DN
16"
13.3674	"AWS
M5DN
16"
12.96045	"AWS
M5DN
16"
12.68975	"AWS
M5DN
16"
13.893716666666666	"AWS
M5DN
16"
12.729566666666667	"AWS
M5DN
16"
6.238683333333333	"AWS
M5DN
32"
6.239166666666667	"AWS
M5DN
32"
6.222433333333333	"AWS
M5DN
32"
6.502366666666667	"AWS
M5DN
32"
6.5671	"AWS
M5DN
32"
6.444416666666666	"AWS
M5DN
32"
6.466583333333333	"AWS
M5DN
32"
6.451116666666667	"AWS
M5DN
32"
6.4569	"AWS
M5DN
32"
6.4226833333333335	"AWS
M5DN
32"
6.469983333333333	"AWS
M5DN
32"
6.225816666666667	"AWS
M5DN
32"
6.4484	"AWS
M5DN
32"
6.44985	"AWS
M5DN
32"
6.449333333333334	"AWS
M5DN
32"
6.4574	"AWS
M5DN
32"
6.4545	"AWS
M5DN
32"
6.206416666666667	"AWS
M5DN
32"
6.448766666666667	"AWS
M5DN
32"
6.208966666666667	"AWS
M5DN
32"
6.301266666666667	"AWS
M5DN
64"
12.6831	"AWS
M5DN
64"
6.3507	"AWS
M5DN
64"
6.2997	"AWS
M5DN
64"
6.3042	"AWS
M5DN
64"
6.300983333333333	"AWS
M5DN
64"
6.301616666666667	"AWS
M5DN
64"
12.7175	"AWS
M5DN
64"
6.303966666666667	"AWS
M5DN
64"
5.841966666666667	"AWS
M5DN
64"
5.956683333333333	"AWS
M5DN
64"
12.667466666666666	"AWS
M5DN
64"
6.477016666666667	"AWS
M5DN
64"
6.311833333333333	"AWS
M5DN
64"
5.9881166666666665	"AWS
M5DN
64"
5.82975	"AWS
M5DN
64"
12.728116666666667	"AWS
M5DN
64"
6.320366666666667	"AWS
M5DN
64"
6.3502	"AWS
M5DN
64"
5.840883333333333	"AWS
M5DN
64"
